id,name,brand,original_price,discount,price,discount_rate,quantity_sold,rating_average,seller_id,seller_name,days_since_joined,seller_avg_rating,is_official,review_count,total_follower
52189164,Combo 3 quần lót nam sợi cotton Organic mềm mịn thoáng mát co giãn 4 chiều MRM Manlywear (TẶNG Đôi Tất Nam Cao Cấp màu ngẫu nhiên),MRM Manlywear,255000,56000,199000,22,3177.0,4.6,55147.0,MRM Manlywear Official,1410.0,4.7069,True,11627.0,2938.0
76121291,"Áo Khoác Jean Nam phối rách thương hiệu Julido Store, Áo Khoác được yêu thích 2021 mẫu KR01",Julido Store,230000,81000,149000,35,237.0,4.5,18020.0,Julido Store,1596.0,4.3907,True,14120.0,3504.0
100023913,"Áo Sơ Mi Đũi Nam TSIMPLE, Áo Đũi Nam Ngắn Tay Cổ Tàu, Chất Đũi cao cấp Nhiều màu",Tsimple,300000,131000,169000,44,39.0,4.6,33099.0,TSIMPLE OFFICIAL STORE,1496.0,4.6513,True,3654.0,835.0
139463686,Quần Jean công sở cho nam,OEM,397000,0,397000,0,22.0,4.8,241131.0,Rice green shop,548.0,4.6,False,10.0,5.0
148994401,"Quần Lót Nam Tam Giác Thun Lạnh, Quần Sịp Nam Tam Giác Cao Cấp, Chất Thun Lạnh Đẹp, Co Dãn 4 Chiều",OEM,40000,0,40000,0,154.0,4.7,118557.0,Beean store,1132.0,4.4362,False,713.0,96.0
180747197,Đến 100kg - Quần đùi nam quần short thể thao mặc nhà tập gym có bigsize,OEM,49000,0,49000,0,108.0,4.6,87973.0,Hoàng Kim Kiệt,1271.0,3.5798,False,721.0,112.0
209645153,Áo thun nam dài tay trơn giữ nhiệt Biluxury co giãn thoải mái 6ATOB001NN ( Màu ngẫu nhiên ),Biluxury,199000,99500,99500,50,63.0,4.6,3411.0,Biluxury Official,1814.0,4.561,True,1836.0,6255.0
86988226,"Quần Jogger Nam thể thao túi hộp thương hiệu Chandi, chất kaki bo chân xu hướng mới nhất CD5",Chandi,299000,149000,150000,50,183.0,4.3,18150.0,CHANDI OFFICIAL STORE,1591.0,4.5967,True,10010.0,1663.0
30768234,Áo sơ mi nam cổ trụ chui đầu dài tay kẻ sọc trắng đen,OEM,159000,0,159000,0,35.0,4.5,21636.0,SOMINAM,1517.0,4.431,False,652.0,155.0
76271955,"Quần Lót Nam tam giác vải cotton co giãn 2 chiều lưng Thái hiệu CITYMEN, màu ngẫu nhiên, đồ lót - LMTK-THAI2C",CITYMEN,20000,11500,8500,58,856.0,4.7,9311.0,THỜI TRANG LIÊN MINH,1699.0,4.5213,False,18594.0,5143.0
16712370,Áo Khoác Kaki Nam Hai Lớp Simple Cao Cấp ShopN6-KK35,N6,245000,76000,169000,31,3877.0,3.9,28688.0,ShopN6,1514.0,4.1958,False,5403.0,682.0
104192913,"Quần Lót Nam sợi thun lạnh thông hơi kháng khuẩn, Quần Sịp Nam co giãn 4 chiều thấm hút mồ hôi cực tốt thương hiệu BAW (combo 3 màu ngẫu nhiên) NT7987",Baw,129000,30000,99000,23,329.0,4.5,172456.0,Baby and Underwear Store,795.0,4.5525,False,11076.0,2471.0
98690795,ÁO CHỐNG NẮNG NAM THÔNG HƠI,OEM,62000,0,62000,0,582.0,4.6,186446.0,Xưởng may Xubi,725.0,4.6909,False,783.0,212.0
19739465,Combo 3 quần lót nam trunk iBasic PANM078,iBasic,357000,156000,201000,44,211.0,5.0,126.0,iBasic Official Store,2200.0,4.7149,True,3648.0,11168.0
188916034,Quần Đùi Nam Thun Lạnh Cao Cấp FASVIN HL22497.HN Hàng Nhà Máy Chất Lượng Đặc Biệt,Fasvin,338000,159000,179000,47,22.0,5.0,159408.0,Fasvin quần áo thể thao,719.0,4.74,True,450.0,215.0
82940840,Hộp 3 quần lót 5D nam cao cấp 3A-Quần lót nam boxer kháng khuẩn cao cấp,OEM,38990,0,38990,0,27.0,3.3,160608.0,AT HOME,877.0,4.3752,False,3148.0,289.0
68202834,"Combo 2 áo ba lỗ nam, áo sát nách nam,sợi cotton cao cấp mềm mịn, thấm hút mồ hôi, siều thoáng mát, co giãn 4 chiều Mrm Manlywear - MM",MRM Manlywear,310000,61000,249000,20,697.0,4.7,55147.0,MRM Manlywear Official,1410.0,4.7069,True,11627.0,2938.0
176769589,"Quần bơi big size cho nam giới béo mập, có size lớn đến 125kg, dáng sooc đùi dài, chất thun bơi lạnh dày dặn co giãn 4 chiều | BN017",OEM,180000,0,180000,0,16.0,4.5,63850.0,monkibaby,1279.0,4.4957,False,1037.0,280.0
198584661,Áo Sơ Mi Nam Tay Ngắn Khatoco A1MN388T2-CNCR109-2212-N-CARO XÁM XANH,KHATOCO ,388000,116400,271600,30,11.0,5.0,46647.0,THỜI TRANG KHATOCO,1456.0,4.7414,True,4900.0,1098.0
20573904,Áo Sơ Mi Nam Tay Dài Khatoco A1MD388S1-CNSC009-2102-D,KHATOCO ,388000,116400,271600,30,25.0,5.0,46647.0,THỜI TRANG KHATOCO,1456.0,4.7414,True,4900.0,1098.0
30030737,Quần Khaki Nam Không Ply Ống Ôm Khatoco Q2M528S0-VNMA002-1811-0004,KHATOCO ,528000,329000,199000,62,223.0,4.8,46647.0,THỜI TRANG KHATOCO,1456.0,4.7414,True,4900.0,1098.0
20525977,Áo Sơ Mi Nam Tay Dài Khatoco A1MD598T1-THCR080-2005-D,KHATOCO ,598000,409000,189000,68,68.0,5.0,46647.0,THỜI TRANG KHATOCO,1456.0,4.7414,True,4900.0,1098.0
102865038,Áo Lót Nam Đông Xuân Xuất Nhật Maxtino Màu Trắng (Cộc Tay / Ba Lỗ),OEM,21000,0,21000,0,94.0,3.7,180638.0,FASHION TREND,754.0,3.525,False,4653.0,1463.0
136157116,"Áo phông nam, áo thun nam có cổ tay ngắn vải thun cotton 100% mặc thoáng mát - ATN03",OEM,83000,0,83000,0,39.0,4.0,62358.0,Hương Nemo Style,1396.0,3.9108,False,5540.0,857.0
162526851,Áo Sơ Mi Nam Công Sở Trung niên Ngắn tay Họa Tiết Chấm Bi Nhỏ Màu Trắng Vải Cotton thương hiệu Anton 808,SOMIANTON,328000,103000,225000,31,49.0,4.8,43966.0,Sơ mi Anton,1466.0,4.6953,True,256.0,248.0
186575311,"Quần Lót Nam Boxer Thun Lụa 5S Không Đường May, Thoáng Khí, Kháng Khuẩn, Co Giãn Cực Dễ Chịu (BOX22020)",5S,139000,54000,85000,39,103.0,5.0,25955.0,5S FASHION,1521.0,4.657,True,33438.0,11457.0
150213927,"Quần kaki túi hộp bảo hộ lao động nam nữ SHUNI loại dày cho kỹ sư cơ khí, xây dựng,hóa dầu, sơn",OEM,129000,0,129000,0,97.0,4.5,250519.0,Bảo hộ lao động SHUNI,517.0,4.3077,False,65.0,21.0
158720374,"Áo thun trơn nam ZAVAS, cổ tròn ngắn tay chất vải cotton cao cấp, áo phông tiêu chuẩn thoáng mát thấm hút mồ hôi không gây nóng nực, co giãn tốt - ZT01",ZAVAS,155000,6000,149000,4,632.0,4.8,173920.0,ZAVAS OFFICIAL,661.0,4.8186,True,485.0,411.0
148600532,"Áo khoác dù nam 2 mặt chống Nước LADOS cao cấp - 22027 , Form đẹp, chống nắng, chống nước tốt",LADOS,379000,150000,229000,40,74.0,4.2,175389.0,Thời Trang Lados,639.0,4.6093,True,2434.0,1832.0
162175288,QUẦN KAKI NAM TÚI MỸ DÁNG SUÔNG THOẢI MÁI MÀU ĐEN,OEM,165000,25000,140000,15,39.0,4.7,194524.0,HẠNH HANH SHOP,666.0,4.6205,False,195.0,96.0
19716301,Quần Tây Nam Đen Chất Đẹp DEN52 - Đen,OEM,125000,0,125000,0,106.0,4.3,47936.0,2Fashion,1450.0,4.351,False,1302.0,84.0
110873124,"Áo thun nam, áo phông nam có cổ tay ngắn vải thun cotton 100% mặc thoáng mát - ATN44",OEM,89000,10000,79000,11,28.0,5.0,146528.0,Thời trang nam SILE,974.0,4.2449,False,490.0,181.0
249965662,"Quần sịp nam, quần lót nam Lacot chất thun lạnh co giãn 4 chiều cao cấp - hàng loại 1",OEM,60000,25000,35000,42,49.0,5.0,196919.0,SUMO97 STORE,690.0,4.4497,False,149.0,48.0
52339542,Áo sơ mi nam dài tay màu trắng không túi vải mềm mịn không nhăn,OEM,68000,0,68000,0,299.0,4.5,62358.0,Hương Nemo Style,1396.0,3.9108,False,5540.0,857.0
169747104,"Áo polo nam tay ngắn, họa tiết phối bo đẹp mắt, chi tiết thêu cực nét - FORMEN SHOP - FMPS179",ARADO FASHION,250000,95000,155000,38,12.0,4.8,17914.0,FORMEN SHOP,1597.0,4.5439,False,4556.0,2040.0
112643914,"ÁO KHOÁC DÙ , ÁO KHOÁC DÙ NAM CỰC CHẤT , CÓ MŨ CHE NẮNG SIÊU ĐẸP NGẦU NHẤT 2021 THỜI TRANG 1HITSTORE1",OEM,99000,20000,79000,20,222.0,3.6,198169.0,HiYu Store,687.0,3.5243,False,309.0,54.0
116105914,Áo Khoác Dù Bomber TSM Túi Có Khóa Kéo Áo Khoác Gió Nam Nữ Couple Rẻ Đẹp Chống Nắng - Bomber Jacket -HIỀN LINH SHOP ÁO KHOÁC,OEM,85900,0,85900,0,110.0,4.7,107394.0,Đầm YuRin,1179.0,4.3197,False,3422.0,1267.0
107324722,"Quần thể thao nam ngắn Sport vải Thun Poly 2 Da thoáng mát, hút ẩm tốt, độ co giãn cao, bền, thích hợp mặc chơi thể thao tập gym",AK Corner,135000,66000,69000,49,142.0,4.7,175215.0,A K CORNER,782.0,4.6174,True,1422.0,243.0
133821238,"Combo 5 Quần Lót Nam Boxer Cotton Lưng Thái Cao Cấp, Quần Sịp Đùi Nam Co Giãn 4 Chiều CITYMEN - ( Màu Ngẫu Nhiên )",CITYMEN,230000,111900,118100,49,548.0,4.7,9311.0,THỜI TRANG LIÊN MINH,1699.0,4.5213,False,18594.0,5143.0
118900531,Quần nam Quần đũi dài nam ống suông Form Slimfit dáng âu,OEM,94800,0,94800,0,248.0,4.5,216775.0,Tansy Boutique,632.0,4.4253,False,87.0,5.0
54749125,"Quần Short, Quần Đùi Nam Thể Thao Chất Đẹp Vải Mát Mùa Hè",OEM,85000,31000,54000,36,177.0,4.3,146174.0,HOÀNG HÀ 888,982.0,4.524,False,6168.0,1579.0
